s (1,1) 330
(273,8) (272,8) 672
(273,8) (274,8) 438
(274,8) (273,8) 173
(274,8) (275,8) 990
(275,8) (274,8) 155
(275,8) (276,8) 208
(276,8) (275,8) 57
(276,8) (277,8) 643
(277,8) (276,8) 108
(277,8) (278,8) 552
(278,8) (277,8) 991
(278,8) (279,8) 210
(279,8) (278,8) 385
(279,8) (280,8) 220
(280,8) (279,8) 305
(280,8) (281,8) 134
(281,8) (280,8) 435
(281,8) (282,8) 610
(282,8) (281,8) 984
(282,8) (283,8) 132
(283,8) (282,8) 679
(283,8) (284,8) 998
(284,8) (283,8) 817
(284,8) (285,8) 846
(285,8) (284,8) 253
(285,8) (286,8) 219
(286,8) (285,8) 783
(286,8) (287,8) 74
(287,8) (286,8) 82
(287,8) (288,8) 776
(288,8) (287,8) 936
(288,8) (289,8) 981
(289,8) (288,8) 772
(289,8) (290,8) 954
(290,8) (289,8) 639
(290,8) (291,8) 201
(291,8) (290,8) 953
(291,8) (292,8) 600
(292,8) (291,8) 86
(292,8) (293,8) 6
(293,8) (292,8) 965
(293,8) (294,8) 44
(294,8) (293,8) 694
(294,8) (295,8) 85
(295,8) (294,8) 934
(295,8) (296,8) 965
(296,8) (295,8) 821
(296,8) (297,8) 559
(297,8) (296,8) 885
(297,8) (298,8) 817
(298,8) (297,8) 130
(298,8) (299,8) 219
(299,8) (298,8) 788
(299,8) (300,8) 439
(300,8) (299,8) 383
(300,8) (301,8) 847
(301,8) (300,8) 982
(301,8) (302,8) 42
(302,8) (301,8) 868
(302,8) (303,8) 254
(303,8) (302,8) 743
(303,8) (304,8) 442
(304,8) (303,8) 580
(304,8) (305,8) 136
(305,8) (304,8) 650
(305,8) (306,8) 997
(306,8) (305,8) 838
(306,8) (307,8) 455
(307,8) (306,8) 81
(307,8) (308,8) 411
(308,8) (307,8) 811
(308,8) (309,8) 381
(309,8) (308,8) 692
(309,8) (310,8) 351
(310,8) (309,8) 278
(310,8) (311,8) 315
(311,8) (310,8) 729
(311,8) (312,8) 393
(312,8) (311,8) 925
(312,8) (313,8) 469
(313,8) (312,8) 772
(313,8) (314,8) 888
(314,8) (313,8) 683
(314,8) (315,8) 153
(315,8) (314,8) 539
(315,8) (316,8) 941
(316,8) (315,8) 615
(316,8) (317,8) 766
(317,8) (316,8) 977
(317,8) (318,8) 858
(318,8) (317,8) 36
(318,8) (319,8) 321
(319,8) (318,8) 5
(319,8) (320,8) 106
(320,8) (319,8) 446
(320,8) (321,8) 570
(321,8) (320,8) 926
(321,8) (322,8) 858
(322,8) (321,8) 358
(322,8) (323,8) 181
(323,8) (322,8) 77
(323,8) (324,8) 413
(324,8) (323,8) 722
(324,8) (325,8) 965
(325,8) (324,8) 287
(325,8) (326,8) 245
(326,8) (325,8) 116
(326,8) (327,8) 851
(327,8) (326,8) 525
(327,8) (328,8) 549
(328,8) (327,8) 893
(328,8) (329,8) 708
(329,8) (328,8) 458
(329,8) (330,8) 220
(330,8) (329,8) 766
(330,8) (331,8) 320
(331,8) (330,8) 761
(331,8) (332,8) 355
(332,8) (331,8) 475
(332,8) (333,8) 518
(333,8) (332,8) 497
(333,8) (334,8) 464
(334,8) (333,8) 517
(334,8) (335,8) 14
(335,8) (334,8) 654
(335,8) (336,8) 819
(336,8) (335,8) 530
(336,8) (337,8) 351
(337,8) (336,8) 628
(337,8) (338,8) 989
(338,8) (337,8) 722
(338,8) (339,8) 382
(339,8) (338,8) 386
(339,8) (340,8) 593
(340,8) (339,8) 857
(340,8) (341,8) 640
(341,8) (340,8) 753
(341,8) (342,8) 731
(342,8) (341,8) 452
(342,8) (343,8) 398
(343,8) (342,8) 128
(343,8) (344,8) 741
(344,8) (343,8) 210
(344,8) (345,8) 439
(345,8) (344,8) 334
(345,8) (346,8) 376
(346,8) (345,8) 848
(346,8) (347,8) 621
(347,8) (346,8) 683
(347,8) (348,8) 102
(348,8) (347,8) 785
(348,8) (349,8) 717
(349,8) (348,8) 122
(349,8) (350,8) 254
(350,8) (349,8) 256
(350,8) (351,8) 929
(351,8) (350,8) 175
(351,8) (352,8) 442
(352,8) (351,8) 92
(352,8) (353,8) 451
(353,8) (352,8) 65
(353,8) (354,8) 379
(354,8) (353,8) 327
(354,8) (355,8) 935
(355,8) (354,8) 52
(355,8) (356,8) 964
(356,8) (355,8) 410
(356,8) (357,8) 443
(357,8) (356,8) 519
(357,8) (358,8) 707
(358,8) (357,8) 41
(358,8) (359,8) 299
(359,8) (358,8) 421
(359,8) (360,8) 236
(360,8) (359,8) 78
(360,8) (361,8) 476
(361,8) (360,8) 729
(361,8) (362,8) 264
(362,8) (361,8) 381
(362,8) (363,8) 219
(363,8) (362,8) 27
(363,8) (364,8) 267
(364,8) (363,8) 932
(364,8) (365,8) 526
(365,8) (364,8) 97
(365,8) (366,8) 602
(366,8) (365,8) 212
(366,8) (367,8) 63
(367,8) (366,8) 60
(367,8) (368,8) 467
(368,8) (367,8) 376
(368,8) (369,8) 481
(369,8) (368,8) 497
(369,8) (370,8) 815
(370,8) (369,8) 305
(370,8) (371,8) 619
(371,8) (370,8) 440
(371,8) (372,8) 290
(372,8) (371,8) 699
(372,8) (373,8) 914
(373,8) (372,8) 988
(373,8) (374,8) 996
(374,8) (373,8) 832
(374,8) (375,8) 364
(375,8) (374,8) 407
(375,8) (376,8) 983
(376,8) (375,8) 503
(376,8) (377,8) 246
(377,8) (376,8) 681
(377,8) (378,8) 424
(378,8) (377,8) 817
(378,8) (379,8) 86
(379,8) (378,8) 934
(379,8) (380,8) 707
(380,8) (379,8) 231
(380,8) (381,8) 77
(381,8) (380,8) 554
(381,8) (382,8) 504
(382,8) (381,8) 163
(382,8) (383,8) 348
(383,8) (382,8) 41
(383,8) (384,8) 386
(384,8) (383,8) 610
(384,8) (385,8) 407
(385,8) (384,8) 670
(385,8) (386,8) 173
(386,8) (385,8) 83
(386,8) (387,8) 967
(387,8) (386,8) 40
(387,8) (388,8) 615
(388,8) (387,8) 975
(388,8) (389,8) 978
(389,8) (388,8) 828
(389,8) (390,8) 175
(390,8) (389,8) 789
(390,8) (391,8) 509
(391,8) (390,8) 211
(391,8) (392,8) 178
(392,8) (391,8) 616
(392,8) (393,8) 41
(393,8) (392,8) 930
(393,8) (394,8) 589
(394,8) (393,8) 287
(394,8) (395,8) 315
(395,8) (394,8) 528
(395,8) (396,8) 53
(396,8) (395,8) 73
(396,8) (397,8) 398
(397,8) (396,8) 367
(397,8) (398,8) 842
(398,8) (397,8) 474
(398,8) (399,8) 891
(399,8) (398,8) 954
(399,8) (400,8) 618
(400,8) (399,8) 719
(400,8) (401,8) 672
(401,8) (400,8) 919
(401,8) (402,8) 185
(402,8) (401,8) 522
(402,8) (403,8) 31
(403,8) (402,8) 432
(403,8) (404,8) 246
(404,8) (403,8) 106
(404,8) (405,8) 189
(405,8) (404,8) 804
(405,8) (406,8) 322
(406,8) (405,8) 811
(406,8) (407,8) 243
(407,8) (406,8) 974
(407,8) (408,8) 561
(408,8) (407,8) 277
(408,8) (409,8) 145
(409,8) (408,8) 575
(409,8) (410,8) 706
(410,8) (409,8) 587
(410,8) (411,8) 910
(411,8) (410,8) 68
(411,8) (412,8) 3
(412,8) (411,8) 3
(412,8) (413,8) 69
(413,8) (412,8) 542
(413,8) (414,8) 686
(414,8) (413,8) 509
(414,8) (415,8) 985
(415,8) (414,8) 242
(415,8) (416,8) 280
(416,8) (415,8) 961
(416,8) (417,8) 248
(417,8) (416,8) 469
(417,8) (418,8) 288
(418,8) (417,8) 450
(418,8) (419,8) 838
(419,8) (418,8) 502
(419,8) (420,8) 949
(420,8) (419,8) 129
(420,8) (421,8) 273
(421,8) (420,8) 864
(421,8) (422,8) 671
(422,8) (421,8) 95
(422,8) (423,8) 521
(423,8) (422,8) 818
(423,8) (424,8) 504
(424,8) (423,8) 162
(424,8) (425,8) 946
(425,8) (424,8) 732
(425,8) (426,8) 772
(426,8) (425,8) 843
(426,8) (427,8) 546
(427,8) (426,8) 752
(427,8) (428,8) 699
(428,8) (427,8) 306
(428,8) (429,8) 166
(429,8) (428,8) 467
(429,8) (430,8) 87
(430,8) (429,8) 103
(430,8) (431,8) 929
(431,8) (430,8) 375
(431,8) (432,8) 456
(432,8) (431,8) 694
(432,8) (433,8) 508
(433,8) (432,8) 446
(433,8) (434,8) 245
(434,8) (433,8) 70
(434,8) (435,8) 248
(435,8) (434,8) 749
(435,8) (436,8) 294
(436,8) (435,8) 294
(436,8) (437,8) 728
(437,8) (436,8) 82
(437,8) (438,8) 125
(438,8) (437,8) 236
(438,8) (439,8) 644
(439,8) (438,8) 68
(439,8) (440,8) 642
(440,8) (439,8) 644
(440,8) (441,8) 40
(441,8) (440,8) 678
(441,8) (442,8) 941
(442,8) (441,8) 937
(442,8) (443,8) 796
(443,8) (442,8) 223
(443,8) (444,8) 511
(444,8) (443,8) 171
(444,8) (445,8) 396
(445,8) (444,8) 105
(445,8) (446,8) 81
(446,8) (445,8) 45
(446,8) (447,8) 736
(447,8) (446,8) 731
(447,8) (448,8) 126
(448,8) (447,8) 649
(448,8) (449,8) 14
(449,8) (448,8) 718
(449,8) (450,8) 797
(450,8) (449,8) 123
(450,8) (451,8) 314
(451,8) (450,8) 209
(451,8) (452,8) 814
(452,8) (451,8) 583
(452,8) (453,8) 911
(453,8) (452,8) 497
(453,8) (454,8) 973
(454,8) (453,8) 719
(454,8) (455,8) 112
(455,8) (454,8) 776
(455,8) (456,8) 780
(456,8) (455,8) 693
(456,8) (457,8) 96
(457,8) (456,8) 400
(457,8) (458,8) 43
(458,8) (457,8) 386
(458,8) (459,8) 615
(459,8) (458,8) 660
(459,8) (460,8) 715
(460,8) (459,8) 641
(460,8) (461,8) 637
(461,8) (460,8) 820
(461,8) (462,8) 377
(462,8) (461,8) 258
(462,8) (463,8) 833
(463,8) (462,8) 108
(463,8) (464,8) 782
(464,8) (463,8) 686
(464,8) (465,8) 83
(465,8) (464,8) 319
(465,8) (466,8) 194
(466,8) (465,8) 620
(466,8) (467,8) 280
(467,8) (466,8) 61
(467,8) (468,8) 312
(468,8) (467,8) 783
(468,8) (469,8) 947
(469,8) (468,8) 86
(469,8) (470,8) 285
(470,8) (469,8) 780
(470,8) (471,8) 336
(471,8) (470,8) 146
(471,8) (472,8) 746
(472,8) (471,8) 819
(472,8) (473,8) 932
(473,8) (472,8) 695
(473,8) (474,8) 17
(474,8) (473,8) 161
(474,8) (475,8) 776
(475,8) (474,8) 525
(475,8) (476,8) 661
(476,8) (475,8) 215
(476,8) (477,8) 381
(477,8) (476,8) 673
(477,8) (478,8) 298
(478,8) (477,8) 996
(478,8) (479,8) 649
(479,8) (478,8) 804
(479,8) (480,8) 811
(480,8) (479,8) 10
(480,8) (481,8) 263
(481,8) (480,8) 504
(481,8) (482,8) 762
(482,8) (481,8) 223
(482,8) (483,8) 437
(483,8) (482,8) 254
(483,8) (484,8) 978
(484,8) (483,8) 482
(484,8) (485,8) 871
(485,8) (484,8) 775
(485,8) (486,8) 288
(486,8) (485,8) 911
(486,8) (487,8) 256
(487,8) (486,8) 85
(487,8) (488,8) 688
(488,8) (487,8) 841
(488,8) (489,8) 601
(489,8) (488,8) 205
(489,8) (490,8) 572
(490,8) (489,8) 67
(490,8) (491,8) 490
(491,8) (490,8) 764
(491,8) (492,8) 871
(492,8) (491,8) 939
(492,8) (493,8) 510
(493,8) (492,8) 699
(493,8) (494,8) 176
(494,8) (493,8) 380
(494,8) (495,8) 307
(495,8) (494,8) 104
(495,8) (496,8) 402
(496,8) (495,8) 727
(496,8) (497,8) 638
(497,8) (496,8) 402
(497,8) (498,8) 880
(498,8) (497,8) 301
(498,8) (499,8) 29
(499,8) (498,8) 169
(499,8) (500,8) 470
(500,8) (499,8) 292
(1,9) (2,9) 734
(2,9) (1,9) 159
(2,9) (3,9) 986
(3,9) (2,9) 611
(3,9) (4,9) 222
(4,9) (3,9) 247
(4,9) (5,9) 634
(5,9) (4,9) 755
(5,9) (6,9) 979
(6,9) (5,9) 769
(6,9) (7,9) 191
(7,9) (6,9) 956
(7,9) (8,9) 458
(8,9) (7,9) 383
(8,9) (9,9) 462
(9,9) (8,9) 377
(9,9) (10,9) 765
(10,9) (9,9) 663
(10,9) (11,9) 423
(11,9) (10,9) 961
(11,9) (12,9) 388
(12,9) (11,9) 508
(12,9) (13,9) 143
(13,9) (12,9) 651
(13,9) (14,9) 756
(14,9) (13,9) 443
(14,9) (15,9) 400
(15,9) (14,9) 349
(15,9) (16,9) 549
(16,9) (15,9) 240
(16,9) (17,9) 937
(17,9) (16,9) 393
(17,9) (18,9) 702
(18,9) (17,9) 787
(18,9) (19,9) 256
(19,9) (18,9) 541
(19,9) (20,9) 843
(20,9) (19,9) 435
(20,9) (21,9) 771
(21,9) (20,9) 269
(21,9) (22,9) 414
(22,9) (21,9) 644
(22,9) (23,9) 822
(23,9) (22,9) 959
(23,9) (24,9) 812
(24,9) (23,9) 176
(24,9) (25,9) 86
(25,9) (24,9) 371
(25,9) (26,9) 758
(26,9) (25,9) 848
(26,9) (27,9) 628
(27,9) (26,9) 965
(27,9) (28,9) 263
(28,9) (27,9) 357
(28,9) (29,9) 918
(29,9) (28,9) 440
(29,9) (30,9) 158
(30,9) (29,9) 975
(30,9) (31,9) 247
(31,9) (30,9) 849
(31,9) (32,9) 489
(32,9) (31,9) 624
(32,9) (33,9) 711
(33,9) (32,9) 421
(33,9) (34,9) 625
(34,9) (33,9) 518
(34,9) (35,9) 877
(35,9) (34,9) 344
(35,9) (36,9) 101
(36,9) (35,9) 556
(36,9) (37,9) 992
(37,9) (36,9) 779
(37,9) (38,9) 479
(38,9) (37,9) 573
(38,9) (39,9) 381
(39,9) (38,9) 97
(39,9) (40,9) 891
(40,9) (39,9) 588
(40,9) (41,9) 427
(41,9) (40,9) 566
(41,9) (42,9) 917
(42,9) (41,9) 322
(42,9) (43,9) 274
(43,9) (42,9) 861
(43,9) (44,9) 201
(44,9) (43,9) 148
(44,9) (45,9) 906
(45,9) (44,9) 860
(45,9) (46,9) 862
(46,9) (45,9) 513
(46,9) (47,9) 632
(47,9) (46,9) 366
(47,9) (48,9) 188
(48,9) (47,9) 821
(48,9) (49,9) 747
(49,9) (48,9) 861
(49,9) (50,9) 925
(50,9) (49,9) 493
(50,9) (51,9) 509
(51,9) (50,9) 449
(51,9) (52,9) 664
(52,9) (51,9) 408
(52,9) (53,9) 285
(53,9) (52,9) 778
(53,9) (54,9) 296
(54,9) (53,9) 381
(54,9) (55,9) 657
(55,9) (54,9) 366
(55,9) (56,9) 507
(56,9) (55,9) 215
(56,9) (57,9) 280
(57,9) (56,9) 839
(57,9) (58,9) 870
(58,9) (57,9) 130
(58,9) (59,9) 670
(59,9) (58,9) 84
(59,9) (60,9) 766
(60,9) (59,9) 496
(60,9) (61,9) 584
(61,9) (60,9) 562
(61,9) (62,9) 177
(62,9) (61,9) 381
(62,9) (63,9) 807
(63,9) (62,9) 447
(63,9) (64,9) 731
(64,9) (63,9) 747
(64,9) (65,9) 578
(65,9) (64,9) 188
(65,9) (66,9) 173
(66,9) (65,9) 715
(66,9) (67,9) 732
(67,9) (66,9) 372
(67,9) (68,9) 231
(68,9) (67,9) 241
(68,9) (69,9) 261
(69,9) (68,9) 405
(69,9) (70,9) 46
(70,9) (69,9) 642
(70,9) (71,9) 253
(71,9) (70,9) 89
(71,9) (72,9) 393
(72,9) (71,9) 781
(72,9) (73,9) 650
(73,9) (72,9) 193
(73,9) (74,9) 573
(74,9) (73,9) 419
(74,9) (75,9) 370
(75,9) (74,9) 255
(75,9) (76,9) 321
(76,9) (75,9) 404
(76,9) (77,9) 772
(77,9) (76,9) 631
(77,9) (78,9) 228
(78,9) (77,9) 328
(78,9) (79,9) 897
(79,9) (78,9) 930
(79,9) (80,9) 937
(80,9) (79,9) 654
(80,9) (81,9) 65
(81,9) (80,9) 870
(81,9) (82,9) 628
(82,9) (81,9) 60
(82,9) (83,9) 495
(83,9) (82,9) 757
(83,9) (84,9) 135
(84,9) (83,9) 996
(84,9) (85,9) 70
(85,9) (84,9) 263
(85,9) (86,9) 566
(86,9) (85,9) 287
(86,9) (87,9) 469
(87,9) (86,9) 455
(87,9) (88,9) 433
(88,9) (87,9) 930
(88,9) (89,9) 557
(89,9) (88,9) 440
(89,9) (90,9) 471
(90,9) (89,9) 737
(90,9) (91,9) 348
(91,9) (90,9) 506
(91,9) (92,9) 366
(92,9) (91,9) 844
(92,9) (93,9) 386
(93,9) (92,9) 61
(93,9) (94,9) 857
(94,9) (93,9) 941
(94,9) (95,9) 505
(95,9) (94,9) 112
(95,9) (96,9) 867
(96,9) (95,9) 314
(96,9) (97,9) 417
(97,9) (96,9) 767
(97,9) (98,9) 184
(98,9) (97,9) 901
(98,9) (99,9) 681
(99,9) (98,9) 807
(99,9) (100,9) 739
(100,9) (99,9) 893
(100,9) (101,9) 850
(101,9) (100,9) 438
(101,9) (102,9) 770
(102,9) (101,9) 697
(102,9) (103,9) 629
(103,9) (102,9) 372
(103,9) (104,9) 838
(104,9) (103,9) 433
(104,9) (105,9) 325
(105,9) (104,9) 304
(105,9) (106,9) 862
(106,9) (105,9) 969
(106,9) (107,9) 711
(107,9) (106,9) 225
(107,9) (108,9) 162
(108,9) (107,9) 827
(108,9) (109,9) 830
(109,9) (108,9) 594
(109,9) (110,9) 549
(110,9) (109,9) 984
(110,9) (111,9) 347
(111,9) (110,9) 392
(111,9) (112,9) 548
(112,9) (111,9) 475
(112,9) (113,9) 801
(113,9) (112,9) 627
(113,9) (114,9) 92
(114,9) (113,9) 929
(114,9) (115,9) 862
(115,9) (114,9) 622
(115,9) (116,9) 688
(116,9) (115,9) 632
(116,9) (117,9) 574
(117,9) (116,9) 589
(117,9) (118,9) 711
(118,9) (117,9) 267
(118,9) (119,9) 106
(119,9) (118,9) 395
(119,9) (120,9) 756
(120,9) (119,9) 640
(120,9) (121,9) 470
(121,9) (120,9) 941
(121,9) (122,9) 23
(122,9) (121,9) 551
(122,9) (123,9) 816
(123,9) (122,9) 335
(123,9) (124,9) 465
(124,9) (123,9) 479
(124,9) (125,9) 907
(125,9) (124,9) 240
(125,9) (126,9) 965
(126,9) (125,9) 182
(126,9) (127,9) 419
(127,9) (126,9) 412
(127,9) (128,9) 329
(128,9) (127,9) 860
(128,9) (129,9) 132
(129,9) (128,9) 150
(129,9) (130,9) 212
(130,9) (129,9) 525
(130,9) (131,9) 747
(131,9) (130,9) 168
(131,9) (132,9) 473
(132,9) (131,9) 545
(132,9) (133,9) 670
(133,9) (132,9) 377
(133,9) (134,9) 274
(134,9) (133,9) 690
(134,9) (135,9) 455
(135,9) (134,9) 441
(135,9) (136,9) 656
(136,9) (135,9) 674
(136,9) (137,9) 587
(137,9) (136,9) 828
(137,9) (138,9) 814
(138,9) (137,9) 398
(138,9) (139,9) 577
(139,9) (138,9) 808
(139,9) (140,9) 734
(140,9) (139,9) 434
(140,9) (141,9) 614
(141,9) (140,9) 757
(141,9) (142,9) 363
(142,9) (141,9) 626
(142,9) (143,9) 838
(143,9) (142,9) 913
(143,9) (144,9) 510
(144,9) (143,9) 275
(144,9) (145,9) 285
(145,9) (144,9) 93
(145,9) (146,9) 860
(146,9) (145,9) 916
(146,9) (147,9) 51
(147,9) (146,9) 87
(147,9) (148,9) 795
(148,9) (147,9) 60
(148,9) (149,9) 197
(149,9) (148,9) 724
(149,9) (150,9) 797
(150,9) (149,9) 769
(150,9) (151,9) 584
(151,9) (150,9) 458
(151,9) (152,9) 70
(152,9) (151,9) 466
(152,9) (153,9) 673
(153,9) (152,9) 303
(153,9) (154,9) 632
(154,9) (153,9) 634
(154,9) (155,9) 232
(155,9) (154,9) 546
(155,9) (156,9) 694
(156,9) (155,9) 465
(156,9) (157,9) 691
(157,9) (156,9) 516
(157,9) (158,9) 773
(158,9) (157,9) 281
(158,9) (159,9) 511
(159,9) (158,9) 914
(159,9) (160,9) 542
(160,9) (159,9) 194
(160,9) (161,9) 857
(161,9) (160,9) 178
(161,9) (162,9) 135
(162,9) (161,9) 122
(162,9) (163,9) 658
(163,9) (162,9) 264
(163,9) (164,9) 538
(164,9) (163,9) 173
(164,9) (165,9) 937
(165,9) (164,9) 524
(165,9) (166,9) 638
(166,9) (165,9) 300
(166,9) (167,9) 330
(167,9) (166,9) 937
(167,9) (168,9) 649
(168,9) (167,9) 317
(168,9) (169,9) 500
(169,9) (168,9) 892
(169,9) (170,9) 679
(170,9) (169,9) 88
(170,9) (171,9) 833
(171,9) (170,9) 711
(171,9) (172,9) 476
(172,9) (171,9) 561
(172,9) (173,9) 222
(173,9) (172,9) 969
(173,9) (174,9) 805
(174,9) (173,9) 110
(174,9) (175,9) 538
(175,9) (174,9) 132
(175,9) (176,9) 101
(176,9) (175,9) 742
(176,9) (177,9) 740
(177,9) (176,9) 403
(177,9) (178,9) 539
(178,9) (177,9) 452
(178,9) (179,9) 612
(179,9) (178,9) 766
(179,9) (180,9) 889
(180,9) (179,9) 415
(180,9) (181,9) 548
(181,9) (180,9) 548
(181,9) (182,9) 655
(182,9) (181,9) 728
(182,9) (183,9) 488
(183,9) (182,9) 387
(183,9) (184,9) 766
(184,9) (183,9) 160
(184,9) (185,9) 72
(185,9) (184,9) 278
(185,9) (186,9) 865
(186,9) (185,9) 419
(186,9) (187,9) 118
(187,9) (186,9) 268
(187,9) (188,9) 229
(188,9) (187,9) 748
(188,9) (189,9) 939
(189,9) (188,9) 513
(189,9) (190,9) 921
(190,9) (189,9) 709
(190,9) (191,9) 684
(191,9) (190,9) 491
(191,9) (192,9) 784
(192,9) (191,9) 468
(192,9) (193,9) 489
(193,9) (192,9) 315
(193,9) (194,9) 603
(194,9) (193,9) 77
(194,9) (195,9) 102
(195,9) (194,9) 54
(195,9) (196,9) 372
(196,9) (195,9) 352
(196,9) (197,9) 179
(197,9) (196,9) 727
(197,9) (198,9) 694
(198,9) (197,9) 568
(198,9) (199,9) 590
(199,9) (198,9) 939
(199,9) (200,9) 760
(200,9) (199,9) 701
(200,9) (201,9) 840
(201,9) (200,9) 1
(201,9) (202,9) 792
(202,9) (201,9) 71
(202,9) (203,9) 845
(203,9) (202,9) 620
(203,9) (204,9) 436
(204,9) (203,9) 151
(204,9) (205,9) 813
(205,9) (204,9) 942
(205,9) (206,9) 523
(206,9) (205,9) 43
(206,9) (207,9) 95
(207,9) (206,9) 163
(207,9) (208,9) 786
(208,9) (207,9) 78
(208,9) (209,9) 974
(209,9) (208,9) 166
(209,9) (210,9) 403
(210,9) (209,9) 866
(210,9) (211,9) 571
(211,9) (210,9) 52
(211,9) (212,9) 376
(212,9) (211,9) 459
(212,9) (213,9) 553
(213,9) (212,9) 643
(213,9) (214,9) 230
(214,9) (213,9) 665
(214,9) (215,9) 800
(215,9) (214,9) 271
(215,9) (216,9) 156
(216,9) (215,9) 809
(216,9) (217,9) 353
(217,9) (216,9) 513
(217,9) (218,9) 138
(218,9) (217,9) 265
(218,9) (219,9) 193
(219,9) (218,9) 676
(219,9) (220,9) 406
(220,9) (219,9) 958
(220,9) (221,9) 225
(221,9) (220,9) 958
(221,9) (222,9) 81
(222,9) (221,9) 556
(222,9) (223,9) 817
(223,9) (222,9) 943
(223,9) (224,9) 688
(224,9) (223,9) 865
(224,9) (225,9) 941
(225,9) (224,9) 449
(225,9) (226,9) 551
(226,9) (225,9) 942
(226,9) (227,9) 767
(227,9) (226,9) 243
(227,9) (228,9) 57
(228,9) (227,9) 179
(228,9) (229,9) 860
(229,9) (228,9) 564
(229,9) (230,9) 418
(230,9) (229,9) 862
(230,9) (231,9) 483
(231,9) (230,9) 417
(231,9) (232,9) 821
(232,9) (231,9) 536
(232,9) (233,9) 848
(233,9) (232,9) 715
(233,9) (234,9) 769
(234,9) (233,9) 756
(234,9) (235,9) 911
(235,9) (234,9) 384
(235,9) (236,9) 934
(236,9) (235,9) 325
(236,9) (237,9) 843
(237,9) (236,9) 724
(237,9) (238,9) 502
(238,9) (237,9) 626
(238,9) (239,9) 478
(239,9) (238,9) 379
(239,9) (240,9) 686
(240,9) (239,9) 849
(240,9) (241,9) 387
(241,9) (240,9) 950
(241,9) (242,9) 307
(242,9) (241,9) 445
(242,9) (243,9) 623
(243,9) (242,9) 336
(243,9) (244,9) 866
(244,9) (243,9) 477
(244,9) (245,9) 950
(245,9) (244,9) 396
(245,9) (246,9) 720
(246,9) (245,9) 747
(246,9) (247,9) 186
(247,9) (246,9) 85
(247,9) (248,9) 672
(248,9) (247,9) 30
(248,9) (249,9) 846
(249,9) (248,9) 625
(249,9) (250,9) 955
(250,9) (249,9) 933
(250,9) (251,9) 201
(251,9) (250,9) 563
(251,9) (252,9) 321
(252,9) (251,9) 671
(252,9) (253,9) 894
(253,9) (252,9) 252
(253,9) (254,9) 701
(254,9) (253,9) 996
(254,9) (255,9) 952
(255,9) (254,9) 365
(255,9) (256,9) 871
(256,9) (255,9) 201
(256,9) (257,9) 139
(257,9) (256,9) 899
(257,9) (258,9) 523
(258,9) (257,9) 428
(258,9) (259,9) 422
(259,9) (258,9) 783
(259,9) (260,9) 863
(260,9) (259,9) 101
(260,9) (261,9) 268
(261,9) (260,9) 601
(261,9) (262,9) 699
(262,9) (261,9) 277
(262,9) (263,9) 369
(263,9) (262,9) 864
(263,9) (264,9) 96
(264,9) (263,9) 30
(264,9) (265,9) 186
(265,9) (264,9) 57
(265,9) (266,9) 258
(266,9) (265,9) 735
(266,9) (267,9) 461
(267,9) (266,9) 802
(267,9) (268,9) 970
(268,9) (267,9) 138
(268,9) (269,9) 152
(269,9) (268,9) 658
(269,9) (270,9) 260
(270,9) (269,9) 755
(270,9) (271,9) 261
(271,9) (270,9) 239
(271,9) (272,9) 904
(272,9) (271,9) 983
(272,9) (273,9) 483
(273,9) (272,9) 275
(273,9) (274,9) 116
(274,9) (273,9) 599
(274,9) (275,9) 264
(275,9) (274,9) 443
(275,9) (276,9) 414
(276,9) (275,9) 103
(276,9) (277,9) 866
(277,9) (276,9) 957
(277,9) (278,9) 566
(278,9) (277,9) 712
(278,9) (279,9) 589
(279,9) (278,9) 94
(279,9) (280,9) 978
(280,9) (279,9) 310
(280,9) (281,9) 342
(281,9) (280,9) 126
(281,9) (282,9) 876
(282,9) (281,9) 558
(282,9) (283,9) 870
(283,9) (282,9) 1
(283,9) (284,9) 46
(284,9) (283,9) 504
(284,9) (285,9) 547
(285,9) (284,9) 890
(285,9) (286,9) 494
(286,9) (285,9) 85
(286,9) (287,9) 145
(287,9) (286,9) 5
(287,9) (288,9) 308
(288,9) (287,9) 438
(288,9) (289,9) 109
(289,9) (288,9) 97
(289,9) (290,9) 608
(290,9) (289,9) 848
(290,9) (291,9) 129
(291,9) (290,9) 233
(291,9) (292,9) 200
(292,9) (291,9) 663
(292,9) (293,9) 259
(293,9) (292,9) 702
(293,9) (294,9) 255
(294,9) (293,9) 838
(294,9) (295,9) 609
(295,9) (294,9) 875
(295,9) (296,9) 850
(296,9) (295,9) 457
(296,9) (297,9) 111
(297,9) (296,9) 132
(297,9) (298,9) 955
(298,9) (297,9) 39
(298,9) (299,9) 665
(299,9) (298,9) 331
(299,9) (300,9) 953
(300,9) (299,9) 791
(300,9) (301,9) 260
(301,9) (300,9) 328
(301,9) (302,9) 447
(302,9) (301,9) 261
(302,9) (303,9) 998
(303,9) (302,9) 5
(303,9) (304,9) 472
(304,9) (303,9) 561
(304,9) (305,9) 998
(305,9) (304,9) 460
(305,9) (306,9) 852
(306,9) (305,9) 685
(306,9) (307,9) 870
(307,9) (306,9) 325
(307,9) (308,9) 331
(308,9) (307,9) 633
(308,9) (309,9) 725
(309,9) (308,9) 407
(309,9) (310,9) 121
(310,9) (309,9) 453
(310,9) (311,9) 801
(311,9) (310,9) 922
(311,9) (312,9) 235
