s (1,1) 270
(163,7) (164,7) 65
(164,7) (163,7) 203
(164,7) (165,7) 18
(165,7) (164,7) 543
(165,7) (166,7) 523
(166,7) (165,7) 161
(166,7) (167,7) 791
(167,7) (166,7) 239
(167,7) (168,7) 722
(168,7) (167,7) 592
(168,7) (169,7) 537
(169,7) (168,7) 86
(169,7) (170,7) 222
(170,7) (169,7) 441
(170,7) (171,7) 29
(171,7) (170,7) 824
(171,7) (172,7) 580
(172,7) (171,7) 552
(172,7) (173,7) 169
(173,7) (172,7) 218
(173,7) (174,7) 729
(174,7) (173,7) 215
(174,7) (175,7) 791
(175,7) (174,7) 629
(175,7) (176,7) 904
(176,7) (175,7) 66
(176,7) (177,7) 685
(177,7) (176,7) 577
(177,7) (178,7) 119
(178,7) (177,7) 127
(178,7) (179,7) 634
(179,7) (178,7) 263
(179,7) (180,7) 816
(180,7) (179,7) 484
(180,7) (181,7) 899
(181,7) (180,7) 915
(181,7) (182,7) 899
(182,7) (181,7) 212
(182,7) (183,7) 299
(183,7) (182,7) 20
(183,7) (184,7) 465
(184,7) (183,7) 423
(184,7) (185,7) 282
(185,7) (184,7) 369
(185,7) (186,7) 123
(186,7) (185,7) 581
(186,7) (187,7) 620
(187,7) (186,7) 553
(187,7) (188,7) 785
(188,7) (187,7) 663
(188,7) (189,7) 546
(189,7) (188,7) 687
(189,7) (190,7) 54
(190,7) (189,7) 403
(190,7) (191,7) 94
(191,7) (190,7) 457
(191,7) (192,7) 600
(192,7) (191,7) 498
(192,7) (193,7) 615
(193,7) (192,7) 595
(193,7) (194,7) 878
(194,7) (193,7) 671
(194,7) (195,7) 13
(195,7) (194,7) 973
(195,7) (196,7) 251
(196,7) (195,7) 510
(196,7) (197,7) 886
(197,7) (196,7) 693
(197,7) (198,7) 295
(198,7) (197,7) 702
(198,7) (199,7) 679
(199,7) (198,7) 898
(199,7) (200,7) 844
(200,7) (199,7) 4
(200,7) (201,7) 974
(201,7) (200,7) 175
(201,7) (202,7) 61
(202,7) (201,7) 902
(202,7) (203,7) 572
(203,7) (202,7) 448
(203,7) (204,7) 139
(204,7) (203,7) 337
(204,7) (205,7) 512
(205,7) (204,7) 197
(205,7) (206,7) 481
(206,7) (205,7) 232
(206,7) (207,7) 167
(207,7) (206,7) 200
(207,7) (208,7) 847
(208,7) (207,7) 850
(208,7) (209,7) 631
(209,7) (208,7) 219
(209,7) (210,7) 389
(210,7) (209,7) 942
(210,7) (211,7) 258
(211,7) (210,7) 523
(211,7) (212,7) 37
(212,7) (211,7) 813
(212,7) (213,7) 688
(213,7) (212,7) 411
(213,7) (214,7) 51
(214,7) (213,7) 115
(214,7) (215,7) 598
(215,7) (214,7) 671
(215,7) (216,7) 696
(216,7) (215,7) 300
(216,7) (217,7) 211
(217,7) (216,7) 22
(217,7) (218,7) 977
(218,7) (217,7) 96
(218,7) (219,7) 272
(219,7) (218,7) 498
(219,7) (220,7) 558
(220,7) (219,7) 826
(220,7) (221,7) 583
(221,7) (220,7) 480
(221,7) (222,7) 687
(222,7) (221,7) 699
(222,7) (223,7) 988
(223,7) (222,7) 478
(223,7) (224,7) 649
(224,7) (223,7) 293
(224,7) (225,7) 977
(225,7) (224,7) 238
(225,7) (226,7) 974
(226,7) (225,7) 383
(226,7) (227,7) 286
(227,7) (226,7) 726
(227,7) (228,7) 915
(228,7) (227,7) 444
(228,7) (229,7) 997
(229,7) (228,7) 512
(229,7) (230,7) 314
(230,7) (229,7) 864
(230,7) (231,7) 756
(231,7) (230,7) 765
(231,7) (232,7) 112
(232,7) (231,7) 953
(232,7) (233,7) 379
(233,7) (232,7) 177
(233,7) (234,7) 865
(234,7) (233,7) 245
(234,7) (235,7) 269
(235,7) (234,7) 531
(235,7) (236,7) 383
(236,7) (235,7) 366
(236,7) (237,7) 179
(237,7) (236,7) 204
(237,7) (238,7) 586
(238,7) (237,7) 479
(238,7) (239,7) 628
(239,7) (238,7) 337
(239,7) (240,7) 553
(240,7) (239,7) 353
(240,7) (241,7) 969
(241,7) (240,7) 718
(241,7) (242,7) 22
(242,7) (241,7) 414
(242,7) (243,7) 468
(243,7) (242,7) 465
(243,7) (244,7) 472
(244,7) (243,7) 777
(244,7) (245,7) 321
(245,7) (244,7) 561
(245,7) (246,7) 762
(246,7) (245,7) 936
(246,7) (247,7) 517
(247,7) (246,7) 289
(247,7) (248,7) 865
(248,7) (247,7) 480
(248,7) (249,7) 843
(249,7) (248,7) 172
(249,7) (250,7) 195
(250,7) (249,7) 515
(250,7) (251,7) 245
(251,7) (250,7) 22
(251,7) (252,7) 570
(252,7) (251,7) 376
(252,7) (253,7) 984
(253,7) (252,7) 725
(253,7) (254,7) 559
(254,7) (253,7) 616
(254,7) (255,7) 992
(255,7) (254,7) 219
(255,7) (256,7) 972
(256,7) (255,7) 320
(256,7) (257,7) 266
(257,7) (256,7) 601
(257,7) (258,7) 458
(258,7) (257,7) 744
(258,7) (259,7) 921
(259,7) (258,7) 785
(259,7) (260,7) 505
(260,7) (259,7) 695
(260,7) (261,7) 439
(261,7) (260,7) 240
(261,7) (262,7) 854
(262,7) (261,7) 848
(262,7) (263,7) 181
(263,7) (262,7) 934
(263,7) (264,7) 854
(264,7) (263,7) 485
(264,7) (265,7) 391
(265,7) (264,7) 164
(265,7) (266,7) 129
(266,7) (265,7) 902
(266,7) (267,7) 318
(267,7) (266,7) 928
(267,7) (268,7) 658
(268,7) (267,7) 262
(268,7) (269,7) 249
(269,7) (268,7) 40
(269,7) (270,7) 603
(270,7) (269,7) 739
(270,7) (271,7) 206
(271,7) (270,7) 137
(271,7) (272,7) 45
(272,7) (271,7) 424
(272,7) (273,7) 897
(273,7) (272,7) 458
(273,7) (274,7) 468
(274,7) (273,7) 896
(274,7) (275,7) 223
(275,7) (274,7) 266
(275,7) (276,7) 529
(276,7) (275,7) 857
(276,7) (277,7) 365
(277,7) (276,7) 523
(277,7) (278,7) 618
(278,7) (277,7) 163
(278,7) (279,7) 273
(279,7) (278,7) 209
(279,7) (280,7) 180
(280,7) (279,7) 412
(280,7) (281,7) 418
(281,7) (280,7) 315
(281,7) (282,7) 32
(282,7) (281,7) 633
(282,7) (283,7) 100
(283,7) (282,7) 533
(283,7) (284,7) 524
(284,7) (283,7) 26
(284,7) (285,7) 51
(285,7) (284,7) 207
(285,7) (286,7) 328
(286,7) (285,7) 147
(286,7) (287,7) 249
(287,7) (286,7) 190
(287,7) (288,7) 600
(288,7) (287,7) 571
(288,7) (289,7) 338
(289,7) (288,7) 429
(289,7) (290,7) 74
(290,7) (289,7) 651
(290,7) (291,7) 212
(291,7) (290,7) 920
(291,7) (292,7) 157
(292,7) (291,7) 245
(292,7) (293,7) 349
(293,7) (292,7) 812
(293,7) (294,7) 802
(294,7) (293,7) 725
(294,7) (295,7) 284
(295,7) (294,7) 582
(295,7) (296,7) 758
(296,7) (295,7) 24
(296,7) (297,7) 770
(297,7) (296,7) 271
(297,7) (298,7) 445
(298,7) (297,7) 760
(298,7) (299,7) 857
(299,7) (298,7) 840
(299,7) (300,7) 371
(300,7) (299,7) 10
(300,7) (301,7) 786
(301,7) (300,7) 200
(301,7) (302,7) 651
(302,7) (301,7) 893
(302,7) (303,7) 333
(303,7) (302,7) 967
(303,7) (304,7) 659
(304,7) (303,7) 366
(304,7) (305,7) 233
(305,7) (304,7) 270
(305,7) (306,7) 302
(306,7) (305,7) 588
(306,7) (307,7) 260
(307,7) (306,7) 246
(307,7) (308,7) 993
(308,7) (307,7) 13
(308,7) (309,7) 804
(309,7) (308,7) 425
(309,7) (310,7) 258
(310,7) (309,7) 275
(310,7) (311,7) 547
(311,7) (310,7) 896
(311,7) (312,7) 449
(312,7) (311,7) 367
(312,7) (313,7) 145
(313,7) (312,7) 706
(313,7) (314,7) 155
(314,7) (313,7) 104
(314,7) (315,7) 779
(315,7) (314,7) 814
(315,7) (316,7) 211
(316,7) (315,7) 32
(316,7) (317,7) 802
(317,7) (316,7) 350
(317,7) (318,7) 457
(318,7) (317,7) 28
(318,7) (319,7) 135
(319,7) (318,7) 960
(319,7) (320,7) 215
(320,7) (319,7) 293
(320,7) (321,7) 225
(321,7) (320,7) 577
(321,7) (322,7) 630
(322,7) (321,7) 136
(322,7) (323,7) 569
(323,7) (322,7) 104
(323,7) (324,7) 152
(324,7) (323,7) 502
(324,7) (325,7) 85
(325,7) (324,7) 341
(325,7) (326,7) 510
(326,7) (325,7) 144
(326,7) (327,7) 577
(327,7) (326,7) 348
(327,7) (328,7) 729
(328,7) (327,7) 268
(328,7) (329,7) 756
(329,7) (328,7) 674
(329,7) (330,7) 93
(330,7) (329,7) 444
(330,7) (331,7) 813
(331,7) (330,7) 811
(331,7) (332,7) 770
(332,7) (331,7) 601
(332,7) (333,7) 86
(333,7) (332,7) 869
(333,7) (334,7) 228
(334,7) (333,7) 140
(334,7) (335,7) 409
(335,7) (334,7) 380
(335,7) (336,7) 739
(336,7) (335,7) 412
(336,7) (337,7) 728
(337,7) (336,7) 291
(337,7) (338,7) 661
(338,7) (337,7) 57
(338,7) (339,7) 313
(339,7) (338,7) 692
(339,7) (340,7) 822
(340,7) (339,7) 36
(340,7) (341,7) 317
(341,7) (340,7) 532
(341,7) (342,7) 977
(342,7) (341,7) 377
(342,7) (343,7) 770
(343,7) (342,7) 198
(343,7) (344,7) 41
(344,7) (343,7) 914
(344,7) (345,7) 422
(345,7) (344,7) 618
(345,7) (346,7) 921
(346,7) (345,7) 601
(346,7) (347,7) 148
(347,7) (346,7) 490
(347,7) (348,7) 41
(348,7) (347,7) 177
(348,7) (349,7) 147
(349,7) (348,7) 433
(349,7) (350,7) 490
(350,7) (349,7) 58
(350,7) (351,7) 282
(351,7) (350,7) 696
(351,7) (352,7) 184
(352,7) (351,7) 447
(352,7) (353,7) 504
(353,7) (352,7) 559
(353,7) (354,7) 606
(354,7) (353,7) 814
(354,7) (355,7) 487
(355,7) (354,7) 740
(355,7) (356,7) 464
(356,7) (355,7) 987
(356,7) (357,7) 841
(357,7) (356,7) 970
(357,7) (358,7) 905
(358,7) (357,7) 649
(358,7) (359,7) 922
(359,7) (358,7) 169
(359,7) (360,7) 709
(360,7) (359,7) 214
(360,7) (361,7) 693
(361,7) (360,7) 238
(361,7) (362,7) 841
(362,7) (361,7) 986
(362,7) (363,7) 547
(363,7) (362,7) 232
(363,7) (364,7) 871
(364,7) (363,7) 724
(364,7) (365,7) 373
(365,7) (364,7) 487
(365,7) (366,7) 805
(366,7) (365,7) 841
(366,7) (367,7) 987
(367,7) (366,7) 992
(367,7) (368,7) 781
(368,7) (367,7) 458
(368,7) (369,7) 542
(369,7) (368,7) 64
(369,7) (370,7) 303
(370,7) (369,7) 304
(370,7) (371,7) 903
(371,7) (370,7) 61
(371,7) (372,7) 626
(372,7) (371,7) 223
(372,7) (373,7) 346
(373,7) (372,7) 268
(373,7) (374,7) 594
(374,7) (373,7) 964
(374,7) (375,7) 693
(375,7) (374,7) 810
(375,7) (376,7) 867
(376,7) (375,7) 285
(376,7) (377,7) 867
(377,7) (376,7) 619
(377,7) (378,7) 699
(378,7) (377,7) 819
(378,7) (379,7) 862
(379,7) (378,7) 736
(379,7) (380,7) 182
(380,7) (379,7) 94
(380,7) (381,7) 512
(381,7) (380,7) 849
(381,7) (382,7) 107
(382,7) (381,7) 54
(382,7) (383,7) 218
(383,7) (382,7) 383
(383,7) (384,7) 627
(384,7) (383,7) 73
(384,7) (385,7) 981
(385,7) (384,7) 108
(385,7) (386,7) 842
(386,7) (385,7) 822
(386,7) (387,7) 494
(387,7) (386,7) 130
(387,7) (388,7) 991
(388,7) (387,7) 228
(388,7) (389,7) 991
(389,7) (388,7) 181
(389,7) (390,7) 870
(390,7) (389,7) 671
(390,7) (391,7) 192
(391,7) (390,7) 429
(391,7) (392,7) 68
(392,7) (391,7) 537
(392,7) (393,7) 805
(393,7) (392,7) 315
(393,7) (394,7) 10
(394,7) (393,7) 225
(394,7) (395,7) 289
(395,7) (394,7) 464
(395,7) (396,7) 522
(396,7) (395,7) 995
(396,7) (397,7) 112
(397,7) (396,7) 157
(397,7) (398,7) 822
(398,7) (397,7) 508
(398,7) (399,7) 810
(399,7) (398,7) 626
(399,7) (400,7) 713
(400,7) (399,7) 655
(400,7) (401,7) 387
(401,7) (400,7) 166
(401,7) (402,7) 165
(402,7) (401,7) 401
(402,7) (403,7) 975
(403,7) (402,7) 848
(403,7) (404,7) 283
(404,7) (403,7) 254
(404,7) (405,7) 547
(405,7) (404,7) 208
(405,7) (406,7) 978
(406,7) (405,7) 30
(406,7) (407,7) 206
(407,7) (406,7) 821
(407,7) (408,7) 630
(408,7) (407,7) 375
(408,7) (409,7) 359
(409,7) (408,7) 652
(409,7) (410,7) 329
(410,7) (409,7) 400
(410,7) (411,7) 672
(411,7) (410,7) 866
(411,7) (412,7) 320
(412,7) (411,7) 367
(412,7) (413,7) 192
(413,7) (412,7) 846
(413,7) (414,7) 980
(414,7) (413,7) 695
(414,7) (415,7) 271
(415,7) (414,7) 245
(415,7) (416,7) 393
(416,7) (415,7) 866
(416,7) (417,7) 482
(417,7) (416,7) 963
(417,7) (418,7) 491
(418,7) (417,7) 903
(418,7) (419,7) 246
(419,7) (418,7) 339
(419,7) (420,7) 332
(420,7) (419,7) 680
(420,7) (421,7) 121
(421,7) (420,7) 355
(421,7) (422,7) 410
(422,7) (421,7) 619
(422,7) (423,7) 964
(423,7) (422,7) 319
(423,7) (424,7) 5
(424,7) (423,7) 491
(424,7) (425,7) 812
(425,7) (424,7) 217
(425,7) (426,7) 742
(426,7) (425,7) 954
(426,7) (427,7) 144
(427,7) (426,7) 626
(427,7) (428,7) 155
(428,7) (427,7) 173
(428,7) (429,7) 877
(429,7) (428,7) 320
(429,7) (430,7) 112
(430,7) (429,7) 284
(430,7) (431,7) 525
(431,7) (430,7) 611
(431,7) (432,7) 103
(432,7) (431,7) 380
(432,7) (433,7) 119
(433,7) (432,7) 77
(433,7) (434,7) 656
(434,7) (433,7) 27
(434,7) (435,7) 559
(435,7) (434,7) 150
(435,7) (436,7) 947
(436,7) (435,7) 632
(436,7) (437,7) 974
(437,7) (436,7) 633
(437,7) (438,7) 42
(438,7) (437,7) 540
(438,7) (439,7) 428
(439,7) (438,7) 295
(439,7) (440,7) 876
(440,7) (439,7) 233
(440,7) (441,7) 890
(441,7) (440,7) 438
(441,7) (442,7) 556
(442,7) (441,7) 573
(442,7) (443,7) 348
(443,7) (442,7) 397
(443,7) (444,7) 280
(444,7) (443,7) 547
(444,7) (445,7) 443
(445,7) (444,7) 15
(445,7) (446,7) 189
(446,7) (445,7) 62
(446,7) (447,7) 625
(447,7) (446,7) 25
(447,7) (448,7) 424
(448,7) (447,7) 779
(448,7) (449,7) 414
(449,7) (448,7) 250
(449,7) (450,7) 824
(450,7) (449,7) 114
(450,7) (451,7) 591
(451,7) (450,7) 622
(451,7) (452,7) 247
(452,7) (451,7) 40
(452,7) (453,7) 254
(453,7) (452,7) 727
(453,7) (454,7) 622
(454,7) (453,7) 749
(454,7) (455,7) 180
(455,7) (454,7) 280
(455,7) (456,7) 704
(456,7) (455,7) 813
(456,7) (457,7) 771
(457,7) (456,7) 839
(457,7) (458,7) 247
(458,7) (457,7) 549
(458,7) (459,7) 169
(459,7) (458,7) 487
(459,7) (460,7) 971
(460,7) (459,7) 811
(460,7) (461,7) 550
(461,7) (460,7) 55
(461,7) (462,7) 361
(462,7) (461,7) 354
(462,7) (463,7) 198
(463,7) (462,7) 507
(463,7) (464,7) 968
(464,7) (463,7) 57
(464,7) (465,7) 114
(465,7) (464,7) 796
(465,7) (466,7) 622
(466,7) (465,7) 991
(466,7) (467,7) 297
(467,7) (466,7) 711
(467,7) (468,7) 433
(468,7) (467,7) 502
(468,7) (469,7) 772
(469,7) (468,7) 399
(469,7) (470,7) 506
(470,7) (469,7) 241
(470,7) (471,7) 184
(471,7) (470,7) 879
(471,7) (472,7) 412
(472,7) (471,7) 938
(472,7) (473,7) 732
(473,7) (472,7) 136
(473,7) (474,7) 723
(474,7) (473,7) 501
(474,7) (475,7) 633
(475,7) (474,7) 340
(475,7) (476,7) 311
(476,7) (475,7) 858
(476,7) (477,7) 369
(477,7) (476,7) 45
(477,7) (478,7) 959
(478,7) (477,7) 547
(478,7) (479,7) 49
(479,7) (478,7) 940
(479,7) (480,7) 378
(480,7) (479,7) 363
(480,7) (481,7) 136
(481,7) (480,7) 89
(481,7) (482,7) 248
(482,7) (481,7) 735
(482,7) (483,7) 602
(483,7) (482,7) 924
(483,7) (484,7) 856
(484,7) (483,7) 748
(484,7) (485,7) 54
(485,7) (484,7) 119
(485,7) (486,7) 99
(486,7) (485,7) 76
(486,7) (487,7) 786
(487,7) (486,7) 720
(487,7) (488,7) 861
(488,7) (487,7) 990
(488,7) (489,7) 217
(489,7) (488,7) 662
(489,7) (490,7) 892
(490,7) (489,7) 289
(490,7) (491,7) 82
(491,7) (490,7) 375
(491,7) (492,7) 568
(492,7) (491,7) 997
(492,7) (493,7) 658
(493,7) (492,7) 395
(493,7) (494,7) 67
(494,7) (493,7) 838
(494,7) (495,7) 900
(495,7) (494,7) 225
(495,7) (496,7) 210
(496,7) (495,7) 837
(496,7) (497,7) 685
(497,7) (496,7) 724
(497,7) (498,7) 233
(498,7) (497,7) 589
(498,7) (499,7) 812
(499,7) (498,7) 770
(499,7) (500,7) 45
(500,7) (499,7) 855
(500,7) (501,7) 126
(501,7) (500,7) 961
(501,7) (502,7) 651
(502,7) (501,7) 843
(502,7) (503,7) 848
(503,7) (502,7) 438
(503,7) (504,7) 886
(504,7) (503,7) 212
(504,7) (505,7) 221
(505,7) (504,7) 219
(505,7) (506,7) 29
(506,7) (505,7) 389
(506,7) (507,7) 344
(507,7) (506,7) 972
(507,7) (508,7) 115
(508,7) (507,7) 150
(508,7) (509,7) 779
(509,7) (508,7) 551
(509,7) (510,7) 952
(510,7) (509,7) 566
(510,7) (511,7) 237
(511,7) (510,7) 134
(511,7) (512,7) 165
(512,7) (511,7) 843
(512,7) (513,7) 186
(513,7) (512,7) 402
(513,7) (514,7) 997
(514,7) (513,7) 797
(514,7) (515,7) 109
(515,7) (514,7) 133
(515,7) (516,7) 567
(516,7) (515,7) 419
(516,7) (517,7) 529
(517,7) (516,7) 899
(517,7) (518,7) 247
(518,7) (517,7) 17
(518,7) (519,7) 917
(519,7) (518,7) 926
(519,7) (520,7) 124
(520,7) (519,7) 799
(520,7) (521,7) 533
(521,7) (520,7) 493
(521,7) (522,7) 324
(522,7) (521,7) 55
(522,7) (523,7) 229
(523,7) (522,7) 353
(523,7) (524,7) 308
(524,7) (523,7) 882
(524,7) (525,7) 801
(525,7) (524,7) 804
(525,7) (526,7) 524
(526,7) (525,7) 599
(526,7) (527,7) 695
(527,7) (526,7) 526
(527,7) (528,7) 495
(528,7) (527,7) 601
(528,7) (529,7) 870
(529,7) (528,7) 917
(529,7) (530,7) 360
(530,7) (529,7) 300
(530,7) (531,7) 520
(531,7) (530,7) 472
(531,7) (532,7) 904
(532,7) (531,7) 764
(532,7) (533,7) 123
(533,7) (532,7) 312
(533,7) (534,7) 556
(534,7) (533,7) 354
(534,7) (535,7) 829
(535,7) (534,7) 964
(535,7) (536,7) 978
(536,7) (535,7) 468
(536,7) (537,7) 341
(537,7) (536,7) 607
(537,7) (538,7) 52
(538,7) (537,7) 472
(538,7) (539,7) 559
(539,7) (538,7) 8
(539,7) (540,7) 430
(540,7) (539,7) 829
(540,7) (541,7) 359
(541,7) (540,7) 246
(541,7) (542,7) 482
(542,7) (541,7) 294
(542,7) (543,7) 551
(543,7) (542,7) 158
(543,7) (544,7) 579
(544,7) (543,7) 99
(544,7) (545,7) 636
(545,7) (544,7) 794
(545,7) (546,7) 78
(546,7) (545,7) 877
(546,7) (547,7) 914
(547,7) (546,7) 288
(547,7) (548,7) 860
(548,7) (547,7) 822
(548,7) (549,7) 407
(549,7) (548,7) 716
(549,7) (550,7) 876
(550,7) (549,7) 883
(550,7) (551,7) 301
(551,7) (550,7) 131
(551,7) (552,7) 389
(552,7) (551,7) 48
(552,7) (553,7) 809
(553,7) (552,7) 349
(553,7) (554,7) 41
(554,7) (553,7) 582
(554,7) (555,7) 873
(555,7) (554,7) 494
(555,7) (556,7) 358
(556,7) (555,7) 251
(556,7) (557,7) 355
(557,7) (556,7) 905
(557,7) (558,7) 550
(558,7) (557,7) 390
(558,7) (559,7) 352
(559,7) (558,7) 369
(559,7) (560,7) 918
(560,7) (559,7) 221
(560,7) (561,7) 791
(561,7) (560,7) 30
(561,7) (562,7) 43
(562,7) (561,7) 269
(562,7) (563,7) 829
(563,7) (562,7) 240
(563,7) (564,7) 888
(564,7) (563,7) 637
(564,7) (565,7) 938
(565,7) (564,7) 292
(565,7) (566,7) 436
(566,7) (565,7) 96
(566,7) (567,7) 944
(567,7) (566,7) 440
(567,7) (568,7) 265
(568,7) (567,7) 309
(568,7) (569,7) 741
(569,7) (568,7) 364
(569,7) (570,7) 767
(570,7) (569,7) 780
(570,7) (571,7) 543
(571,7) (570,7) 550
(571,7) (572,7) 823
(572,7) (571,7) 879
(572,7) (573,7) 247
(573,7) (572,7) 538
(573,7) (574,7) 572
(574,7) (573,7) 315
(574,7) (575,7) 998
(575,7) (574,7) 253
(575,7) (576,7) 531
(576,7) (575,7) 450
(576,7) (577,7) 732
(577,7) (576,7) 548
(577,7) (578,7) 323
(578,7) (577,7) 391
(578,7) (579,7) 735
(579,7) (578,7) 534
(579,7) (580,7) 335
(580,7) (579,7) 301
(580,7) (581,7) 369
(581,7) (580,7) 218
(581,7) (582,7) 449
(582,7) (581,7) 347
(582,7) (583,7) 978
(583,7) (582,7) 430
(583,7) (584,7) 713
(584,7) (583,7) 232
(584,7) (585,7) 196
(585,7) (584,7) 78
(585,7) (586,7) 627
(586,7) (585,7) 279
(586,7) (587,7) 166
(587,7) (586,7) 637
(587,7) (588,7) 638
(588,7) (587,7) 759
(588,7) (589,7) 832
(589,7) (588,7) 195
(589,7) (590,7) 56
(590,7) (589,7) 946
(590,7) (591,7) 613
(591,7) (590,7) 939
(591,7) (592,7) 999
(592,7) (591,7) 32
(592,7) (593,7) 263
(593,7) (592,7) 400
(593,7) (594,7) 346
(594,7) (593,7) 879
(594,7) (595,7) 660
(595,7) (594,7) 68
(595,7) (596,7) 382
(596,7) (595,7) 457
(596,7) (597,7) 469
(597,7) (596,7) 700
(597,7) (598,7) 709
(598,7) (597,7) 850
(598,7) (599,7) 424
(599,7) (598,7) 339
(599,7) (600,7) 825
(600,7) (599,7) 45
(600,7) (601,7) 83
(601,7) (600,7) 417
(601,7) (602,7) 303
(602,7) (601,7) 706
(602,7) (603,7) 409
(603,7) (602,7) 671
(603,7) (604,7) 390
(604,7) (603,7) 974
(604,7) (605,7) 82
(605,7) (604,7) 690
(605,7) (606,7) 454
(606,7) (605,7) 774
(606,7) (607,7) 386
(607,7) (606,7) 242
(607,7) (608,7) 93
(608,7) (607,7) 817
(608,7) (609,7) 83
(609,7) (608,7) 862
(609,7) (610,7) 924
(610,7) (609,7) 618
(610,7) (611,7) 654
(611,7) (610,7) 334
(611,7) (612,7) 25
(612,7) (611,7) 999
(612,7) (613,7) 541
(613,7) (612,7) 261
(613,7) (614,7) 198
(614,7) (613,7) 57
(614,7) (615,7) 876
(615,7) (614,7) 728
(615,7) (616,7) 782
(616,7) (615,7) 456
(616,7) (617,7) 886
(617,7) (616,7) 599
(617,7) (618,7) 904
(618,7) (617,7) 10
(618,7) (619,7) 732
(619,7) (618,7) 191
(619,7) (620,7) 44
(620,7) (619,7) 199
(620,7) (621,7) 112
(621,7) (620,7) 242
(621,7) (622,7) 834
(622,7) (621,7) 716
(622,7) (623,7) 272
(623,7) (622,7) 708
(623,7) (624,7) 290
(624,7) (623,7) 867
(624,7) (625,7) 917
(625,7) (624,7) 922
(625,7) (626,7) 590
(626,7) (625,7) 707
(626,7) (627,7) 931
(627,7) (626,7) 9
(627,7) (628,7) 155
(628,7) (627,7) 513
(628,7) (629,7) 43
(629,7) (628,7) 377
(629,7) (630,7) 94
(630,7) (629,7) 819
(630,7) (631,7) 764
(631,7) (630,7) 844
(631,7) (632,7) 284
(632,7) (631,7) 956
(632,7) (633,7) 241
(633,7) (632,7) 670
(633,7) (634,7) 842
(634,7) (633,7) 657
(634,7) (635,7) 212
(635,7) (634,7) 954
(635,7) (636,7) 195
(636,7) (635,7) 719
(636,7) (637,7) 807
(637,7) (636,7) 783
(637,7) (638,7) 696
(638,7) (637,7) 495
(638,7) (639,7) 779
(639,7) (638,7) 454
(639,7) (640,7) 153
(640,7) (639,7) 384
(640,7) (641,7) 938
(641,7) (640,7) 777
(641,7) (642,7) 306
(642,7) (641,7) 119
(642,7) (643,7) 590
(643,7) (642,7) 9
(643,7) (644,7) 857
(644,7) (643,7) 277
(644,7) (645,7) 613
(645,7) (644,7) 916
(645,7) (646,7) 331
(646,7) (645,7) 924
(646,7) (647,7) 652
(647,7) (646,7) 185
(647,7) (648,7) 62
(648,7) (647,7) 967
(648,7) (649,7) 240
(649,7) (648,7) 113
(649,7) (650,7) 945
(650,7) (649,7) 382
(650,7) (651,7) 403
(651,7) (650,7) 604
(651,7) (652,7) 456
(652,7) (651,7) 803
(652,7) (653,7) 868
(653,7) (652,7) 925
(653,7) (654,7) 364
(654,7) (653,7) 908
(654,7) (655,7) 319
(655,7) (654,7) 692
(655,7) (656,7) 79
(656,7) (655,7) 757
(656,7) (657,7) 348
(657,7) (656,7) 901
(657,7) (658,7) 141
(658,7) (657,7) 625
(658,7) (659,7) 908
(659,7) (658,7) 706
(659,7) (660,7) 926
(660,7) (659,7) 573
(660,7) (661,7) 173
(661,7) (660,7) 786
(661,7) (662,7) 856
(662,7) (661,7) 777
(662,7) (663,7) 910
(663,7) (662,7) 284
(663,7) (664,7) 537
(664,7) (663,7) 108
(664,7) (665,7) 230
(665,7) (664,7) 548
(665,7) (666,7) 793
(666,7) (665,7) 331
(666,7) (667,7) 143
(667,7) (666,7) 953
(667,7) (668,7) 326
(668,7) (667,7) 893
(668,7) (669,7) 736
(669,7) (668,7) 400
(669,7) (670,7) 226
(670,7) (669,7) 14
(670,7) (671,7) 289
(671,7) (670,7) 329
(671,7) (672,7) 799
(672,7) (671,7) 230
(672,7) (673,7) 967
(673,7) (672,7) 948
(673,7) (674,7) 427
(674,7) (673,7) 933
(674,7) (675,7) 215
(675,7) (674,7) 719
(675,7) (676,7) 606
(676,7) (675,7) 166
(676,7) (677,7) 151
(677,7) (676,7) 335
(677,7) (678,7) 488
(678,7) (677,7) 973
(678,7) (679,7) 144
(679,7) (678,7) 928
(679,7) (680,7) 32
(680,7) (679,7) 550
(680,7) (681,7) 992
(681,7) (680,7) 868
(681,7) (682,7) 103
(682,7) (681,7) 708
(682,7) (683,7) 36
(683,7) (682,7) 804
(683,7) (684,7) 250
(684,7) (683,7) 922
(684,7) (685,7) 730
(685,7) (684,7) 109
(685,7) (686,7) 422
(686,7) (685,7) 209
(686,7) (687,7) 956
(687,7) (686,7) 97
(687,7) (688,7) 526
(688,7) (687,7) 791
(688,7) (689,7) 105
(689,7) (688,7) 105
(689,7) (690,7) 416
(690,7) (689,7) 928
(690,7) (691,7) 453
(691,7) (690,7) 997
(691,7) (692,7) 15
(692,7) (691,7) 84
(692,7) (693,7) 849
(693,7) (692,7) 384
(693,7) (694,7) 489
(694,7) (693,7) 261
(694,7) (695,7) 277
(695,7) (694,7) 770
(695,7) (696,7) 80
(696,7) (695,7) 667
(696,7) (697,7) 114
(697,7) (696,7) 43
(697,7) (698,7) 221
(698,7) (697,7) 357
(698,7) (699,7) 44
(699,7) (698,7) 89
(699,7) (700,7) 864
(700,7) (699,7) 862
(700,7) (701,7) 692
(701,7) (700,7) 879
